mmyyyy;mm_yyyy;yyyy.mm;classificacao;fonte;rubrica;descricao;valores_mes;valores_ano;valores_orcados;num_caract_classif;raiz;;;;
012012;01.2012;2012-01-01;1931990100;1;2461;DIVIDA ATIVA TRIBUTARIA OUTRAS;230213.35;230213.35;8005000;10;;;;;
012012;01.2012;2012-01-01;1932000000;;;RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA;302217.69;302217.69;305000;10;;;;;
012012;01.2012;2012-01-01;1932990000;;;RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS RECEITAS;302217.69;302217.69;305000;10;;;;;
012012;01.2012;2012-01-01;1932990100;1;2062;RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA MULTAS POR AUTO DE INFRACAO;953.73;953.73;34000;10;;;;;
012012;01.2012;2012-01-01;1932990200;3;2760; DIVIDA ATIVA NAO TRIBUTARIA MULTAS P LEGISLACAO DE TRANSITO;301263.96;301263.96;267000;10;;;;;
012012;01.2012;2012-01-01;1932990300;3;2770; DIVIDA ATIVA NAO TRIBUTARIA MULTAS P LEGISLACAO DE TRANSITO PARCELAMENTO;0;0;4000;10;;;;;
012012;01.2012;2012-01-01;1990000000;;;RECEITAS CORRENTES DIVERSAS;2705923.89;2705923.89;16010000;10;;;;;
012012;01.2012;2012-01-01;1990990000;;;OUTRAS RECEITAS;2705923.89;2705923.89;16010000;10;;;;;
012012;01.2012;2012-01-01;1990990100;3;2194;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;0;0;6000;10;;;;;
012012;01.2012;2012-01-01;1990990200;3;2135;FUNDO DE APOIO AO DESPORTO NAO PROFISSIONAL FADENP;118141.47;118141.47;5207000;10;;;;;
012012;01.2012;2012-01-01;1990990300;3;1580;FUNDO MUNICIPAL DE TURISMO;2479.42;2479.42;56000;10;;;;;
012012;01.2012;2012-01-01;1990990400;;;DIVERSAS RENDAS;1853622.87;1853622.87;3031000;10;;;;;
012012;01.2012;2012-01-01;1990990401;1;2089;DIVERSAS RENDAS RECURSOS PROPRIOS;1853622.87;1853622.87;2964000;10;;;;;
012012;01.2012;2012-01-01;1990990402;1;2097;DIVERSAS RENDAS FMS;0;0;67000;10;;;;;
012012;01.2012;2012-01-01;1990990500;3;2160;ZONA AZUL E OUTROS;40167.69;40167.69;338000;10;;;;;
012012;01.2012;2012-01-01;1990990600;3;2970;FUNDO SOCIAL DE SOLIDARIEDADE;0;0;17000;10;;;;;
012012;01.2012;2012-01-01;1990990700;3;1520;FUNDO MUNICIPAL ANTIDROGAS;0;0;24000;10;;;;;
012012;01.2012;2012-01-01;1990990800;1;2170;ANULA CAO DE DESPESAS EXERCICIOS ANTERIORES;42823.78;42823.78;0;10;;;;;
012012;01.2012;2012-01-01;1990990900;6;2208;SABESP;648688.66;648688.66;7316000;10;;;;;
012012;01.2012;2012-01-01;1990991000;3;2348;FUNDO MUNICIPAL DE HABITACAO;0;0;15000;10;;;;;
012012;01.2012;2012-01-01;2000000000;;;RECEITAS DE CAPITAL;9959937.61;9959937.61;123131000;10;2000000000;;;;
012012;01.2012;2012-01-01;2100000000;;;OPERACOES DE CREDITO;9802669.2;9802669.2;57106000;10;;;;;
012012;01.2012;2012-01-01;2110000000;;;OPERACOES DE CREDITO INTERNAS;0;0;3000000;10;;;;;
012012;01.2012;2012-01-01;2114000000;;;OPERACOES DE CREDITO INTERNAS CONTRATUAIS;0;0;3000000;10;;;;;
012012;01.2012;2012-01-01;2114010000;7;2232;OPERACAO DE CREDITO INTERNAS PROGRAMAS DE SANEAMENTO;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2114020000;7;2237;OPERA CAO DE CREDITO INTERNA PARA PROGRAMA DE FINANCIAMENTO DE INFRA ESTRUTURA MOBILIDADE URBANA;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2114030000;7;2242;OPERACOES DE CREDITO INTERNAS PARA PROGRAMA DE INTERVEN COES VIÁRIAS;0;0;3000000;10;;;;;
012012;01.2012;2012-01-01;2120000000;;;OPERACOES DE CREDITO EXTERNAS;9802669.2;9802669.2;54106000;10;;;;;
012012;01.2012;2012-01-01;2123000000;;;OPERACOES DE CREDITOS EXTERNAS CONTRATUAIS;9802669.2;9802669.2;54106000;10;;;;;
012012;01.2012;2012-01-01;2123990000;;;OUTRAS OPERACOES DE CREDITO EXTERNAS CONTRATUAIS;9802669.2;9802669.2;54106000;10;;;;;
012012;01.2012;2012-01-01;2123990100;7;2231;OPERACAO DE CREDITO EXTERNA BID;9802669.2;9802669.2;54106000;10;;;;;
012012;01.2012;2012-01-01;2200000000;;;ALIENACAO DE BENS;16830.83;16830.83;385000;10;;;;;
012012;01.2012;2012-01-01;2219000000;1;2496;ALIENACAO DE OUTROS BENS MOVEIS;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2220000000;;;ALIENACAO DE BENS IMOVEIS;16830.83;16830.83;385000;10;;;;;
012012;01.2012;2012-01-01;2229000000;1;2380;ALIENACAO DE BENS IMOVEIS;16830.83;16830.83;385000;10;;;;;
012012;01.2012;2012-01-01;2400000000;;;TRANSFERENCIAS DE CAPITAL;140437.58;140437.58;65635000;10;;;;;
012012;01.2012;2012-01-01;2470000000;;;TRANSFERENCIAS DE CONVENIOS;140437.58;140437.58;65635000;10;;;;;
012012;01.2012;2012-01-01;2471000000;;;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;140437.58;140437.58;21504000;10;;;;;
012012;01.2012;2012-01-01;2471010000;;;TRANSFERENCIAS DE CONV DA UNIAO PARA O SISTEMA UNICO DE SAUDE SUS;124305.46;124305.46;1738000;10;;;;;
012012;01.2012;2012-01-01;2471010100;5;2119;AIDS DST;0;0;104000;10;;;;;
012012;01.2012;2012-01-01;2471010200;5;2660;SUS GESTAO PLENA SIH;25099.25;25099.25;366000;10;;;;;
012012;01.2012;2012-01-01;2471010300;5;2670;SUS FAEC A COES ESTRATEGICAS;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2471010400;5;2680;SUS PABA PISO DE ATENCAO BASICO;74663;74663;796000;10;;;;;
012012;01.2012;2012-01-01;2471010500;5;2690;SUS TETO FINANCEIRO DE VIGILANCIA EM SAUDE TFVS;24543.21;24543.21;393000;10;;;;;
012012;01.2012;2012-01-01;2471010600;5;2691;GESTAO SUS INCENTIVOS DE QUALIFICA CAO DOS CAPS E PROGRAMA DE ALIMENTA CAO E NUTRI CAO;0;0;79000;10;;;;;
012012;01.2012;2012-01-01;2471010700;5;2692;FUNDO NACIONAL DE SAUDE SUS;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2471990000;;;OUTRAS TRANSFERENCIAS DE CONVENIO DA UNIAO;16132.12;16132.12;19766000;10;;;;;
012012;01.2012;2012-01-01;2471990100;5;2950;FUNDO NACIONAL DE SEGURACA PUBLICA CONVENIO SENASP;0;0;200000;10;;;;;
012012;01.2012;2012-01-01;2471990300;5;1600;PROGRAMA HABITACIONAL CEF;0;0;1000;10;;;;;
012012;01.2012;2012-01-01;2471990400;6;2235;COMPENSACAO AMBIENTAL PETROBRAS REVAP TCCA;0;0;10035000;10;;;;;
012012;01.2012;2012-01-01;2471990500;5;2236;FUNDO NACIONAL DE ASSISTENCIA SOCIAL FNAS;16132.12;16132.12;100000;10;;;;;
012012;01.2012;2012-01-01;2471990600;5;2493;MINISTERIO DO TURISMO CENTRO CULTURAL;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2471990700;5;2494;MINISTERIO DO TURISMO CACHOEIRA PEDRO DAVI;0;0;293000;10;;;;;
012012;01.2012;2012-01-01;2471990800;5;2243;CONTRATO REPASSE PARA OBRAS DE SANEAMENTO MCID;0;0;1977000;10;;;;;
012012;01.2012;2012-01-01;2471991100;5;2245;CONTRATO DE REPASSE GOV FEDERAL PARA REPARO E MANUTEN CAO DOS PREDIOS DO VICENTINA ARANHA;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2471991200;5;1601;OBRAS DE CONTENCAO MCID;0;0;7160000;10;;;;;
012012;01.2012;2012-01-01;2472000000;;;TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DE SUAS ENTIDADES;0;0;44131000;10;;;;;
012012;01.2012;2012-01-01;2472010000;;;TRANSF DE CONV DOS ESTADOS PARA O SISTEMA UNICO DE SAUDE SUS;0;0;3000;10;;;;;
012012;01.2012;2012-01-01;2472010100;2;1430;SUS MUNICIPALIZACAO;0;0;3000;10;;;;;
012012;01.2012;2012-01-01;2472010200;5;2364;VIGILANCIA SANITARIA MEDIA E ALTA COMPLEXIDADE VISA;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2472020000;;;TRANSF DE CONVENIO DOS ESTADOS DESTINADOS A PROGRAMAS DE EDUCA CAO;0;0;9166000;10;;;;;
012012;01.2012;2012-01-01;2472020100;2;2580;PROGRAMA AUXILIO COOPERATIVA DO ESTADO MUNICIPIO PAC;0;0;9166000;10;;;;;
012012;01.2012;2012-01-01;2472990000;;;OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS;0;0;34962000;10;;;;;
012012;01.2012;2012-01-01;2472990100;2;2820;SECRETARIA DE JUSTICA E DA DEFESA DA CIDADANIA FORUM;0;0;312000;10;;;;;
012012;01.2012;2012-01-01;2472990200;2;1538;CDHU;0;0;33920000;10;;;;;
012012;01.2012;2012-01-01;2472990300;2;2238;SECRETARIA DE ESTADO DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL SEADS;0;0;10000;10;;;;;
012012;01.2012;2012-01-01;2472990400;2;2239;CONVENIO SECRETARIA ESTADUAL DA JUVENTUDE ESPORTE E LAZER;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2472990500;2;2230;SECRETARIA DA CIENCIA TECNOLOGIA E DESENVOLVIMENTO ECONOMICO;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2472990600;5;1610;PAT PROSANEAR;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2472990700;2;2241;CONVENIO SECRETARIA DE ESTADO DE ECONOMIA E PLANEJAMNETO;0;0;0;10;;;;;
012012;01.2012;2012-01-01;2472990800;2;2246;CONVENIO SECRETARIA DO ESTADO DE ECONOMIA E PLANEJAMENTO PARA OBRAS INFRA ESTRUTURA;0;0;620000;10;;;;;
012012;01.2012;2012-01-01;2472990900;2;2248;CONVENIO COM A FUNDA CAO DE PROTECAO E DEFESA DO CONSUMIDOR;0;0;100000;10;;;;;
012012;01.2012;2012-01-01;2500000000;;;OUTRAS RECEITAS DE CAPITAL;0;0;5000;10;;;;;
012012;01.2012;2012-01-01;2520000000;;;INTEGRALIZA CAO DO CAPITAL SOCIAL;0;0;5000;10;;;;;
012012;01.2012;2012-01-01;2521000000;3;2349;FUNDO MUNICIPAL DE HABITACAO;0;0;5000;10;;;;;
012012;01.2012;2012-01-01;2591000000;6;2497;SABESP;0;0;0;10;;;;;
012012;01.2012;2012-01-01;90000000000;;;DEDUCOES DA RECEITA;-20757452.35;-20757452.35;-179545000;11;90000000000;;;;
012012;01.2012;2012-01-01;91000000000;;;DEDUCOES DA RECEITA CORRENTE;-20757452.35;-20757452.35;-179545000;11;;;;;
012012;01.2012;2012-01-01;91721010000;;;DEDUCOES DAS RECEITAS DE TRANSFERENCIAS DA UNIAO;-781422.46;-781422.46;-10400000;11;;;;;
012012;01.2012;2012-01-01;91721010200;1;2640;DEDUCAO DA RECEITA FPM FUNDEB E REDUTOR FINANCEIRO;-780680.07;-780680.07;-10360000;11;;;;;
012012;01.2012;2012-01-01;91721010500;1;2710;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB ITR;-742.39;-742.39;-40000;11;;;;;
012012;01.2012;2012-01-01;91721360000;1;2372;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS DESONERACAO LEI COMPLEMENTAR 87 96;-62426.94;-62426.94;-817000;11;;;;;
012012;01.2012;2012-01-01;91722010000;;;DEDUCAO DAS RECEITAS DE TRANSFERENCIA DO ESTADO;-19913602.95;-19913602.95;-168328000;11;;;;;
012012;01.2012;2012-01-01;91722010100;1;2650;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS;-12529070.69;-12529070.69;-147130000;11;;;;;
012012;01.2012;2012-01-01;91722010200;1;2711;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPVA;-7346727.61;-7346727.61;-20063000;11;;;;;
012012;01.2012;2012-01-01;91722010400;1;2399;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPI;-37804.65;-37804.65;-1135000;11;;;;;
022012;02.2012;2012-02-01;1000000000;;;RECEITAS CORRENTES;122451347.4;302982567.3;1787014000;10;1000000000;;;;
022012;02.2012;2012-02-01;1100000000;;;RECEITA TRIBUTARIA;24305854.35;61051322.23;462342000;10;1000000000;;;;
022012;02.2012;2012-02-01;1110000000;;;IMPOSTOS;23878360.65;57614255.58;448504000;10;;;;;
022012;02.2012;2012-02-01;1112000000;;;IMPOSTOS SOBRE O PATRIMONIO E A RENDA;8580208.54;16337145.89;216544000;10;;;;;
022012;02.2012;2012-02-01;1112020000;;;IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL;1621055.52;2709756.35;118584000;10;;;;;
022012;02.2012;2012-02-01;1112020100;1;19;IMPOSTO PREDIAL URBANO;1374665.49;2292495.25;77013000;10;;;;;
022012;02.2012;2012-02-01;1112020200;1;27;IMPOSTO TERRITORIAL URBANO;246390.03;417261.1;41571000;10;;;;;
022012;02.2012;2012-02-01;1112040000;;;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;4686971.06;8576891.46;59792000;10;;;;;
022012;02.2012;2012-02-01;1112043100;;;IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE OS RENDIMENTOS DO TRABALHO;4686971.06;8576891.46;59792000;10;;;;;
022012;02.2012;2012-02-01;1112043101;1;1140;IMPOSTO DE RENDA S REND DO TRABALHO PROPRIOS;3354035.38;6372930.5;58268000;10;;;;;
022012;02.2012;2012-02-01;1112043102;1;1150;IMPOSTO DE RENSA S REND DO TRABALHO FMS;1332935.68;2203960.96;1524000;10;;;;;
022012;02.2012;2012-02-01;1112080000;1;248;IMPOSTO SOBRE TRANSMISSAO DE BENS IMOVEIS ITBI;2272181.96;5050498.08;38168000;10;;;;;
022012;02.2012;2012-02-01;1113000000;;;IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO;15298152.11;41277109.69;231960000;10;;;;;
022012;02.2012;2012-02-01;1113050000;;;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA;15298152.11;41277109.69;231960000;10;;;;;
022012;02.2012;2012-02-01;1113050100;1;35;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS NL;14710645.51;38491505.86;206828000;10;;;;;
022012;02.2012;2012-02-01;1113050200;1;221;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS LANC;373435.85;665465.6;6668000;10;;;;;
022012;02.2012;2012-02-01;1113050300;1;222;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA SUPER SIMPLES;130355.41;1882832.2;17096000;10;;;;;
022012;02.2012;2012-02-01;1113050400;1;1011;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA REPASSE COTA UNICA;83715.34;237306.03;1368000;10;;;;;
022012;02.2012;2012-02-01;1113050500;1;38;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS ELETRONICO;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1113050600;1;85;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS ELETRONICO;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1120000000;;;TAXAS;425336.38;3433069.44;13822000;10;;;;;
022012;02.2012;2012-02-01;1121000000;;;TAXAS PELO EXERCICIO DO PODER DE POLICIA;172447.85;3168726.73;5608000;10;;;;;
022012;02.2012;2012-02-01;1121170000;1;330;TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA;19353.93;46911.92;501000;10;;;;;
022012;02.2012;2012-02-01;1121990000;;;OUTRAS TAXAS PELO PODER DE POLICIA;153093.92;3121814.81;5107000;10;;;;;
022012;02.2012;2012-02-01;1121990100;1;43;TAXA DE LICENCA PARA LOCALIZACAO;27033.64;29603.94;230000;10;;;;;
022012;02.2012;2012-02-01;1121990200;1;51;TAXA DE FISCALIZACAO E FUNCIONAMENTO;600.61;827.18;3077000;10;;;;;
022012;02.2012;2012-02-01;1121990300;1;78;TAXA DE LICENCA PARA O EXERCICIO DO COMERCIO AMBULANTE;0;0;43000;10;;;;;
022012;02.2012;2012-02-01;1121990400;1;86;TAXA DE LICENCA EXEC OBRAS PARTIC  ARRUAM  LOTEAM E DESMEMBRAMENTO;19990.4;89312.91;1148000;10;;;;;
022012;02.2012;2012-02-01;1121990500;1;94;TAXA DE LICENCA PARA PUBLICIDADE;211.89;503.37;52000;10;;;;;
022012;02.2012;2012-02-01;1121990600;1;108;TAXA DE LICENCA P OCUP DO SOLO E LOGRADOUROS PUBLICOS;7826.54;15590.49;70000;10;;;;;
022012;02.2012;2012-02-01;1121990700;1;60;TAXA DE REGULARIZACAO FMH;6946.99;2838592.74;89000;10;;;;;
022012;02.2012;2012-02-01;1121990800;1;120;TAXA P PERMISSAO DE USO DO SOLO SUBSOLO AEREO;82483.85;136384.18;369000;10;;;;;
022012;02.2012;2012-02-01;1121990900;1;350;TAXA DE CONFORMIDADE DE OBRAS E SERVICOS;8000;11000;29000;10;;;;;
022012;02.2012;2012-02-01;1121991000;1;331;TAXA DE EMISSAO DE LAUDO TECNICO;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1122000000;;;TAXAS PELA PRESTACAO DE SERVICOS;252888.53;264342.71;8214000;10;;;;;
022012;02.2012;2012-02-01;1122990000;;;OUTRAS TAXAS PELA PRESTACAO DE SERVICOS;252888.53;264342.71;8214000;10;;;;;
022012;02.2012;2012-02-01;1122990100;1;116;TAXA DE EXPEDIENTE;78.85;167.7;14000;10;;;;;
022012;02.2012;2012-02-01;1122990200;1;175;TAXA APREENSAO DEP BENS ALINH  NIVEL E NUM DE PREDIOS;9347.87;9719.18;39000;10;;;;;
022012;02.2012;2012-02-01;1122990300;1;183;TAXA DE VISTORIA;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1122990400;1;140;TAXA DE COLETA DE LIXO;243461.81;254455.83;8161000;10;;;;;
022012;02.2012;2012-02-01;1130000000;;;CONTRIBUICAO DE MELHORIA;2157.32;3997.21;16000;10;;;;;
022012;02.2012;2012-02-01;1130040000;1;205;CONTRIB MELHORIA P PAVIMENTACAO E OBRAS COMPLEMENTARES;2157.32;3997.21;16000;10;;;;;
022012;02.2012;2012-02-01;1200000000;;;RECEITA DE CONTRIBUICOES;0;205060.45;1025000;10;1000000000;;;;
022012;02.2012;2012-02-01;1220000000;;;CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO;0;205060.45;1025000;10;;;;;
022012;02.2012;2012-02-01;1221000000;2;1840;CONTRIBUICOES DE INTERVENCAO NO DOMINIO ECONOMICO CIDE;0;205060.45;1025000;10;;;;;
022012;02.2012;2012-02-01;1300000000;;;RECEITA PATRIMONIAL;3545194.18;7521163.84;48493000;10;1000000000;;;;
022012;02.2012;2012-02-01;1310000000;;;RECEITAS IMOBILIARIAS;92419.23;162766.22;1433000;10;;;;;
022012;02.2012;2012-02-01;1311000000;;;ALUGUEIS;27692.56;45531.83;263000;10;;;;;
022012;02.2012;2012-02-01;1311010000;1;1040;ALUGUEIS DE IMOVEIS PROPRIOS PUBLICOS;27692.56;45531.83;227000;10;;;;;
022012;02.2012;2012-02-01;1311020000;1;1041;ALUGUEIS DE IMOVEIS PROPRIOS PUBLICOS PQ TECNOLOGICO;0;0;36000;10;;;;;
022012;02.2012;2012-02-01;1313000000;1;1015;FORO;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1314000000;1;1023;LAUDEMIOS;64726.67;117234.39;1170000;10;;;;;
022012;02.2012;2012-02-01;1320000000;;;RECEITAS DE VALORES MOBILIARIOS;3452774.95;7358397.62;47060000;10;;;;;
022012;02.2012;2012-02-01;1321000000;;;JUROS DE TITULOS DE RENDA;3441487.18;7347109.85;46828000;10;;;;;
022012;02.2012;2012-02-01;1321010000;;;OUTROS RENDIMENTOS DE TITULOS;3441487.18;7347109.85;46828000;10;;;;;
022012;02.2012;2012-02-01;1321010100;;;JUROS BANC OP FINANCEIRAS;2585758.6;5551166.59;34074000;10;;;;;
022012;02.2012;2012-02-01;1321010101;1;1066;JUROS BANC OP FINANCEIRAS RECURSOS PROPRIOS;2585758.6;5551166.59;34074000;10;;;;;
022012;02.2012;2012-02-01;1321010200;;;JUROS BANC OP FINANCEIRAS VINCULADAS;855728.58;1795943.26;12754000;10;;;;;
022012;02.2012;2012-02-01;1321010201;5;1030;JUROS BANC OP FINANCEIRAS SUS GESTAO PLENA;57891.88;137131.33;1375000;10;;;;;
022012;02.2012;2012-02-01;1321010202;5;1279;JUROS BANC OP FINANCEIRAS FAEC FDO ACOES ESTRATEGICAS;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010203;5;1449;JUROS BANC OP FINANCEIRAS PABA PISO ATENCAO BASICA AMPLIADA;48435.25;111978.59;991000;10;;;;;
022012;02.2012;2012-02-01;1321010204;5;1503;JUROS BANC OP FINANCEIRAS TETO FINANCEIRO EPIDEMIOLOGIA TFVS;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010205;5;1511;JUROS BANC OP FINANCEIRAS AIDS DST;4812.3;10845.69;82000;10;;;;;
022012;02.2012;2012-02-01;1321010206;1;1890;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE SAUDE;59475.79;151756.59;1401000;10;;;;;
022012;02.2012;2012-02-01;1321010207;2;1780;JUROS BANC OP FINANCEIRAS SUS MUNICIPALIZACAO;8784.69;19676.07;164000;10;;;;;
022012;02.2012;2012-02-01;1321010208;5;1500;JUROS BANC OP FINANCEIRAS FNDE PNAE   PROG ALIM ESCOLAR ;14164.56;31345.93;131000;10;;;;;
022012;02.2012;2012-02-01;1321010209;5;1700;JUROS BANC OP FINANCEIRAS CONVENIOS FNDE;568.88;1254.58;9000;10;;;;;
022012;02.2012;2012-02-01;1321010210;5;1750;JUROS BANC OP FINANCEIRAS QESE;78586.87;168315.93;1469000;10;;;;;
022012;02.2012;2012-02-01;1321010211;2;1740;JUROS BANC OP FINANCEIRAS SEADS;1671.17;3616.72;18000;10;;;;;
022012;02.2012;2012-02-01;1321010212;3;1101;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE ASSISENCIA SOCIAL;9.66;21.31;1000;10;;;;;
022012;02.2012;2012-02-01;1321010213;2;1790;JUROS BANC OP FINANCEIRAS CDHU;0;0;116000;10;;;;;
022012;02.2012;2012-02-01;1321010214;3;1210;JUROS BANC OP FINANCEIRAS MULTAS DE TRANSITO;45791.48;96971.32;993000;10;;;;;
022012;02.2012;2012-02-01;1321010215;3;1820;JUROS BANC OP FINANCEIRAS ZONA AZUL E OUTROS;122015.56;269142.64;63000;10;;;;;
022012;02.2012;2012-02-01;1321010216;3;1134;JUROS BANC OP FINANCEIRAS FADENP;5897.28;13267.99;188000;10;;;;;
022012;02.2012;2012-02-01;1321010217;5;1730;JUROS BANC OP FINANCEIRAS FNAS;6765.95;14721.46;89000;10;;;;;
022012;02.2012;2012-02-01;1321010218;1;1546;JUROS BANC OP FINANCEIRAS SME;182655.27;378392.07;4097000;10;;;;;
022012;02.2012;2012-02-01;1321010219;5;1970;JUROS BANC OP FINANCEIRAS FNSP;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010220;2;1450;JUROS BANC OP FINANCEIRAS FEHIDRO;940.1;2073.26;21000;10;;;;;
022012;02.2012;2012-02-01;1321010221;2;1221;JUROS BANC OP FINANCEIRAS FORUM;24554.01;55438.1;278000;10;;;;;
022012;02.2012;2012-02-01;1321010222;2;1912;JUROS BANC OP FINANCEIRAS FUNDEB;77273.26;103397.54;516000;10;;;;;
022012;02.2012;2012-02-01;1321010223;2;1123;JUROS BANC OP FINANCEIRAS CIDE;12182;26487.17;174000;10;;;;;
022012;02.2012;2012-02-01;1321010224;6;1135;JUROS BANC OP FINANCEIRAS MULTI FMS;0;0;1000;10;;;;;
022012;02.2012;2012-02-01;1321010225;2;1136;JUROS BANC OP FINANCEIRAS MERENDA ESCOLAR FUNDESP;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010226;2;1137;JUROS BANC OP FINANCEIRAS TRANSP ESCOLAR ZONA RURAL;1048.39;8824.02;62000;10;;;;;
022012;02.2012;2012-02-01;1321010227;5;1074;JUROS BANC OP FINANCEIRAS FNS;33336.02;75569.26;513000;10;;;;;
022012;02.2012;2012-02-01;1321010228;7;1914;JUROS BANC OP FINANCEIRAS S O;1853.36;4087.29;0;10;;;;;
022012;02.2012;2012-02-01;1321010229;5;1720;JUROS BANC OP FINANCEIRAS OUTROS CONVENIOS EDUCACAO;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010230;2;1860;JUROS BANC OP FINANCEIRAS INCRA;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1321010231;5;1916;JUROS BANC OP FINANCEIRAS S H ;51.2;112;1000;10;;;;;
022012;02.2012;2012-02-01;1321010232;2;1915;JUROS BANC OP FINANCEIRAS SCTDE;17006.36;37196.98;0;10;;;;;
022012;02.2012;2012-02-01;1321010233;2;1131;JUROS BANC OP FINANCEIRAS JORI;0;123.56;1000;10;;;;;
022012;02.2012;2012-02-01;1321010234;7;1870;JUROS BANC OP FINANCEIRAS BID;49957.29;74195.86;0;10;;;;;
022012;02.2012;2012-02-01;1322000000;1;1058;DIVIDENDOS;11287.77;11287.77;232000;10;;;;;
022012;02.2012;2012-02-01;1700000000;;;TRANSFERENCIAS CORRENTES;87955407.33;221796010;1205011000;10;1000000000;;;;
022012;02.2012;2012-02-01;1720000000;;;TRANSFERENCIAS INTERGOVERNAMENTAIS;87317512.55;221003713.3;1194404000;10;;;;;
022012;02.2012;2012-02-01;1721000000;;;TRANSFERENCIAS DA UNIAO;15953141.68;29448726.81;179680000;10;;;;;
022012;02.2012;2012-02-01;1721010000;;;PARTICIPACAO NA RECEITA DA UNIAO;4724591.77;8631704.36;52000000;10;;;;;
022012;02.2012;2012-02-01;1721010200;1;1163;COTA PARTE FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM;4721756;8625156.6;51800000;10;;;;;
022012;02.2012;2012-02-01;1721010500;1;1198;COTA PARTE IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL ITR;2835.77;6547.76;200000;10;;;;;
022012;02.2012;2012-02-01;1721330000;;;TRANSFERENCIAS DE RECURSOS DO SISTEMA DE SAUDE SUS;7925108.91;15315809.67;95772000;10;;;;;
022012;02.2012;2012-02-01;1721330100;5;1406;SUS GESTAO PLENA SIH;6954585.92;13189137.74;78500000;10;;;;;
022012;02.2012;2012-02-01;1721330200;5;1420;SUS PABA PISO BASICO AMPLIADA;970522.99;2046291.49;12067000;10;;;;;
022012;02.2012;2012-02-01;1721330300;5;1350;SUS EPIDEMOLOGIA E CONTROLE DE DOEN CAS TFVS;0;77380.44;1237000;10;;;;;
022012;02.2012;2012-02-01;1721330400;5;1341;AIDS DST;0;0;512000;10;;;;;
022012;02.2012;2012-02-01;1721330500;5;2790;SUS FAEC ACOES ESTRATEGICAS;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1721330600;5;1368;VIGILANCIA SANITARIA MEDIA E ALTA COMPLEXIDADE VISA;0;0;0;10;;;;;
022012;02.2012;2012-02-01;1721330700;5;1376;SUS AQUISICAO DE MEDICAMENTOS;0;0;3285000;10;;;;;
